11000856;742
11044934;304
11025077;747
11000970;709
11002778;73
11045868;450
11021829;499
11016094;713
11042990;438
11042532;114
11043865;267
11039256;676
11021578;566
11000376;890
11046643;718
11008237;825
11034882;43
11006641;470
11003464;935
11012528;319
11024968;130
11002123;491
11025000;777
11001178;287
11075805;813
11013419;247
11022116;234
11027347;5
11012170;373
11024488;576
11000104;679
11046236;585
11001992;45
11006617;944
11012277;185
11024410;966
11013311;386
11028394;287
11048417;299
11037660;481
11037997;765
11044691;561
11006854;112
11007451;108
11048484;792
11027886;976
11003081;683
11000945;55
11014016;451
11008644;42
11035420;335
11006439;127
11024402;869
11040955;736
11043709;991
11037989;884
11012447;998
11000171;477
11037016;322
11041250;169
11046740;694
11034750;82
11037539;286
11002263;766
11003367;655
11027320;424
11000880;38
11039914;330
11041021;670
11039060;971
11014016;657
11007524;562
11052201;923
11024364;774
11022230;385
11003324;955
11041420;394
11013141;336
11055600;376
11032030;802
11002026;356
11007079;601
11045876;908
11015500;456
11036397;554
11065800;280
11034955;950
11006765;913
11048166;837
11021764;299
11017538;581
11026014;210
11041269;489
11037989;191
11052007;324
11006706;406
11055600;981
11006420;393
11017864;610
11025581;152
11037660;706
11002123;292
11026588;462
11001178;345
11002018;651
11006633;619
11041447;663
11038560;319
11006900;259
11001496;86
11005890;325
11053216;668
11042001;84
11021667;495
11047216;323
11051205;310
11046872;534
11040041;799
11013389;50
11007281;26
11001640;177
11039256;729
11024828;723
11033070;529
11009098;425
11017112;312
11000651;703
11001550;11
11000554;154
11048450;939
11015896;339
11003812;803
11016507;74
11012978;645
11036192;554
11001500;883
11025182;997
11002085;42
11011815;123
11001534;55
11003529;891
11048506;264
11040831;597
11006390;636
11035110;184
11006056;938
11001461;258
11040831;226
11047909;292
11037075;303
11035714;167
11059800;459
11015594;825
11046252;935
11021551;485
11025301;21
11006846;84
11045175;557
11031883;163
11007834;802
11005971;394
11008008;557
11013737;585
11034173;315
11002395;266
11036192;888
11001798;894
11024402;757
11036796;50
11040041;757
11046805;500
11003626;172
11027487;595
11047631;397
11042990;694
11046872;594
11006331;136
11001070;955
11046260;167
11039060;964
11003669;756
11024402;377
11036192;185
11013737;618
11005467;399
11055600;602
11006030;248
11000945;560
11000848;180
11006390;126
11007907;338
11038756;590
11017791;80
11008598;49
11002549;786
11027762;1
11048190;174
11012021;360
11021586;978
11047518;823
11045469;376
11000660;841
11043857;37
11001666;825
11022558;797
11001097;524
11033134;465
11048328;725
11034173;430
11040637;709
11034440;711
11011203;953
11045892;694
11015110;166
11035951;503
11044934;339
11006889;281
11000457;236
11024623;743
11015144;207
11045680;467
11024895;108
11034955;208
11007893;150
11002395;33
11000180;630
11048328;946
11000074;203
11038950;495
11037946;973
11022060;91
11000937;786
11045876;897
11008865;220
11011491;288
11034998;783
11031514;565
11032308;842
11045809;781
11006234;260
11038500;498
11027401;613
11001186;564
11008806;154
11040513;506
11025670;745
11022086;585
11040823;737
11021942;924
11012064;301
11006030;192
11040483;343
11016221;926
11048417;397
11040815;73
11001313;630
11040831;587
11025620;218
11038381;438
11040955;259
11044861;787
11043709;279
11024410;684
11048336;774
11027320;217
11000384;297
11045876;693
11040955;65
11003812;677
11038055;756
11014148;155
11002000;128
11013273;74
11016299;959
11011777;511
11043342;670
11027851;237
11067802;472
11037334;24
11035013;663
11001810;659
11024739;61
11040505;973
11041447;884
11001917;855
11002123;191
11014830;757
11044829;751
11046872;851
11015144;346
11001097;275
11042923;955
11022175;703
11005890;545
11031999;589
11006641;240
11048492;489
11040580;903
11031883;193
11026626;663
11006579;474
11046236;554
11005769;177
11002506;685
11046015;422
11037482;61
11025549;988
11027878;98
11000368;373
11022558;521
11027312;148
11036141;162
11037946;853
11031735;682
11025662;786
11000295;228
11002956;580
11040610;702
11003642;636
11007257;618
11037016;760
11017716;67
11001283;438
11036125;492
11000970;297
11048492;88
11014431;420
11007737;106
11006358;181
11036966;304
11006072;895
11005637;974
11038063;498
11045892;710
11002166;108
11012269;558
11013419;183
11014555;953
11001178;676
11007885;609
11047046;732
11008814;28
11046643;69
11042850;996
11014075;402
11022558;419
11046252;850
11025662;631
11024852;666
11012978;499
11027002;48
11034750;440
11037075;284
11032995;964
11021616;396
11040041;576
11000635;983
11037903;747
11006374;671
11027347;863
11012528;135
11037946;51
11043202;224
11038950;48
11042788;243
11007885;344
11012293;838
11024348;943
11043890;976
11037881;851
11006072;58
11031514;531
11021837;638
11037938;131
11044853;563
11025239;325
11002484;938
11000082;34
11042621;717
11013508;238
11026766;79
11040530;765
11031883;516
11000546;800
11040955;782
11035110;464
11005769;824
11031700;47
11003693;256
11021837;626
11001143;812
11037938;635
11037881;391
11024950;114
11001712;723
11025484;673
11003090;658
11046465;947
11000856;52
11006595;480
11006498;264
11017899;437
11022205;449
11001909;454
11002522;300
11001500;666
11001445;48
11034513;424
11001640;621
11024364;705
11037474;334
11006390;892
11003383;443
11046589;409
11043890;684
11001224;438
11042206;619
11000040;113
11016507;200
11035250;693
11028319;186
11035277;616
11036575;225
11031506;705
11052600;313
11006595;78
11001461;780
11017112;130
11042001;385
11047895;331
11011270;954
11031514;792
11045728;819
11042532;87
11011203;418
11037571;830
11047518;952
11037482;489
11017422;274
11045175;477
11002484;474
11037822;83
11035404;896
11003774;962
11031980;536
11000457;836
11045876;66
11002000;269
11026839;34
11045698;892
11041439;642
11046759;506
11011190;376
11022108;360
11045922;694
11037571;491
11027320;444
11037539;775
11067802;377
11000635;364
11046562;935
11045507;241
11040440;528
11005947;808
11006587;111
11024623;445
11027851;160
11034173;57
11001267;843
11002255;664
11000872;321
11015624;541
11034173;982
11024542;333
11015500;699
11048190;389
11012480;419
11046813;706
11026014;80
11000635;402
11017864;660
11021918;942
11015624;455
11014016;525
11003812;417
11046384;593
11006765;62
11046813;313
11048336;183
11040548;233
11016817;585
11027851;519
11011815;479
11012447;624
11003472;52
11040831;88
11036125;900
11026545;23
11000660;892
11001828;639
11003693;929
11006773;122
11047518;918
11006234;525
11033070;701
11040556;451
11036303;411
11036443;53
11001119;439
11026936;965
11046767;53
11026626;323
11047925;427
11007443;694
11024950;422
11032308;564
11046252;224
11038500;422
11014547;559
11040580;363
11002182;804
11043342;821
11044527;466
11006048;481
11021837;479
11046805;583
11013273;117
11000473;773
11047585;125
11012943;307
11001844;379
11039841;11
11002999;332
11042125;305
11040556;220
11025301;20
11027487;771
11015020;295
11047895;753
11036966;567
11014156;77
11041773;522
11022060;212
11011777;606
11003367;575
11026626;531
11006900;718
11045663;527
11001038;707
11026960;676
11024623;892
11025239;373
11036958;1
11026588;317
11017430;863
11007605;645
11040998;904
11025034;717
11025352;422
11041021;838
11007060;40
11036192;850
11034440;416
11045825;240
11001275;399
11047682;202
11043202;575
11014555;308
11002158;418
11025620;678
11016361;108
11006900;199
11001658;326
11037598;393
11027088;126
11025182;103
11014555;823
11001224;122
11040548;454
11045809;167
11000899;300
11006773;846
11028424;765
11017872;177
11026073;632
11021918;347
11001887;371
11012110;855
11012978;418
11045671;532
11047739;693
11014431;991
11047933;53
11038756;527
11015667;622
11025085;677
11001585;177
11017244;967
11002778;589
11045108;473
11045493;679
11041250;906
11041773;220
11034882;936
11002042;116
11016574;595
11044497;500
11040556;753
11002425;59
11035072;518
11075805;347
11034696;333
11069805;683
11048310;987
11003634;78
11043172;129
11017791;318
11000252;876
11002468;985
11002247;402
11037644;90
11047631;202
11041765;743
11027851;44
11003774;166
11025115;416
11034270;165
11036311;131
11048336;823
11012064;698
11043890;385
11003693;524
11046279;719
11045825;703
11047208;138
11002395;710
11034882;293
11037903;210
11041048;550
11002883;721
11036575;480
11042109;100
11045990;224
11047704;443
11044829;824
11044675;911
11041846;887
11069805;580
11001658;524
11026626;371
11047216;573
11002883;59
11046260;407
11037474;260
11026545;918
11026545;433
11031700;943
11026278;390
11045990;929
11035188;992
11003537;931
11014806;531
11038381;534
11040483;942
11026758;434
11005912;709
11026812;224
11000058;207
11002042;361
11016558;571
11016361;394
11002310;148
11037075;821
11003561;119
11025131;599
11003065;196
11000848;214
11034440;931
11000341;544
11009047;440
11001348;668
11044829;385
11003561;463
11047216;790
11075805;4
11035544;73
11046805;531
11002301;124
11003154;549
11015683;380
11017112;560
11007931;504
11044730;398
11006129;800
11001810;904
11032820;526
11041765;480
11026324;963
11048530;772
11000350;317
11048190;329
11003774;743
11042532;147
11047739;39
11042923;498
11026685;123
11017864;344
11041021;916
11001950;142
11006528;799
11032642;843
11034955;225
11001143;965
11036443;136
11047682;782
11007397;800
11026626;441
11012021;187
11000554;461
11001208;258
11012528;348
11026960;58
11006331;595
11024739;451
11001950;406
11045469;547
11040475;133
11044691;819
11014431;455
11012579;268
11046252;169
11022558;533
11026464;611
11045469;876
11046244;784
11011998;225
11008598;697
11016663;163
11042532;80
11032642;12
11003669;51
11045868;267
11033070;904
11017066;589
11043857;575
11000384;772
11044675;271
11016361;237
11026499;862
11044934;623
11007605;691
11021896;692
11002549;848
11001550;151
11014997;285
11036966;459
11001798;631
11000457;129
11006706;395
11043709;174
11017201;542
11002883;769
11016558;1000
11043857;237
11043695;209
11038055;982
11003677;4
11038586;371
11027347;970
11037938;489
11006358;794
11045469;379
11066806;888
11025115;154
11022108;566
11055600;122
11046759;167
11034777;468
11036397;888
11003162;85
11032820;758
11025018;594
11070803;869
11007397;376
11046589;617
11016949;773
11008814;126
11028335;638
11017899;757
11038047;34
11011491;667
11001445;914
11001445;61
11025662;587
11026766;330
11027134;348
11014555;165
11040432;996
11001666;551
11036192;303
11012382;634
11012323;890
11012323;857
11003634;165
11001399;74
11045728;230
11044683;737
11028424;290
11047178;233
11006129;177
11014547;442
11008008;942
11006633;128
11001461;678
11046384;923
11001348;692
11001798;526
11038381;798
11036648;847
11015896;429
11017791;404
11039841;2
11046244;108
11024623;672
11000678;752
11034270;46
11046643;72
11031980;191
11036648;44
11006366;227
11007443;463
11002204;250
11025174;486
11032260;669
11040432;35
11021632;847
11007575;43
11001135;880
11042990;696
11047518;324
11045876;299
11043695;278
11040637;893
11008865;902
11025638;854
11016280;385
11037822;972
11027380;219
11025115;815
11045698;596
11003200;410
11046759;57
11040548;222
11015357;972
11017201;423
11066806;148
11021942;518
11007702;496
11045671;525
11027401;687
11048492;246
11040670;50
11002425;834
11013818;371
11075805;634
11045868;635
11045078;282
11037474;396
11028424;218
11006595;970
11006765;640
11037997;381
11003197;85
11014016;297
11025441;667
11035110;41
11000058;472
11037598;603
11032030;17
11021942;620
11017872;631
11025441;715
11048018;246
11021462;178
11000970;804
11000376;981
11041269;572
11047178;338
11040637;428
11049812;9
11016507;357
11008598;668
11040432;175
11043695;717
11007907;34
11036192;191
11033037;90
11021942;901
11032375;224
11043199;398
11045884;6
11002549;81
11046805;416
11016558;154
11035412;673
11015110;985
11001445;829
11011688;604
11006030;403
11034998;515
11037989;641
11038586;798
11046767;909
11047585;505
11026235;774
11036516;565
11000368;224
11005769;783
11009047;364
11026324;286
11001828;568
11016361;460
11027878;194
11037814;877
11001887;894
11040505;214
11015276;186
11021667;240
11036311;694
11003413;592
11003693;452
11032308;970
11036192;979
11040637;385
11013508;315
11038624;904
11036141;428
11046015;943
11001445;78
11017988;477
11037563;588
11003308;976
11041277;300
11024569;140
11046260;715
11000562;877
11025182;69
11013133;975
11021837;805
11001135;743
11012277;413
11013494;137
11041447;263
11022108;994
11037695;50
11048450;959
11042990;354
11026812;383
11021969;459
11000970;60
11002026;845
11007508;506
11037962;872
11001712;407
11025239;859
11006579;797
11025310;246
11040688;237
11031514;579
11026766;619
11007443;662
11001003;215
11037938;570
11038292;438
11043458;659
11048077;448
11048328;668
11045922;245
11001550;596
11003324;438
11026073;650
11021977;52
11021977;276
11052007;647
11031433;701
11039256;60
11048450;739
11000910;963
11003073;327
11006595;511
11006161;833
11041277;183
11047100;375
11039841;923
11041420;62
11024950;909
11037695;604
11035714;985
11003200;241
11012021;585
